Ticket,Fecha,Producto,Cantidad,Precio,Total_Ítem,Subtotal,Descuento,IVA,Total,Método_Pago
FKRON2,2025-08-17,Arroz 1kg,3,38.05,114.14,4942.74,0.0,790.84,5709.69,Tarjeta
FKRON2,2025-08-17,Huevos 12pz,1,76.46,76.46,4942.74,0.0,790.84,5709.69,Tarjeta
FKRON2,2025-08-17,Huevos 12pz,1,78.09,78.09,4942.74,0.0,790.84,5709.69,Tarjeta
FKRON2,2025-08-17,Huevos 12pz,3,76.42,229.25,4942.74,0.0,790.84,5709.69,Tarjeta
FKRON2,2025-08-17,Leche 1L,2,26.03,52.07,4942.74,0.0,790.84,5709.69,Tarjeta
FKRON2,2025-08-17,Detergente 2kg,1,91.11,91.11,4942.74,0.0,790.84,5709.69,Tarjeta
FKRON2,2025-08-17,Audífonos,2,1554.34,3108.69,4942.74,0.0,790.84,5709.69,Tarjeta
FPDH1T,2025-08-10,Audífonos,2,1507.35,3014.7,6424.11,321.21,976.46,7000.71,Transferencia
FPDH1T,2025-08-10,Leche 1L,2,24.84,49.67,6424.11,321.21,976.46,7000.71,Transferencia
FPDH1T,2025-08-10,Huevos 12pz,1,78.34,78.34,6424.11,321.21,976.46,7000.71,Transferencia
FPDH1T,2025-08-10,Refresco 2L,2,33.95,67.9,6424.11,321.21,976.46,7000.71,Transferencia
FPDH1T,2025-08-10,Leche 1L,3,26.15,78.44,6424.11,321.21,976.46,7000.71,Transferencia
FPDH1T,2025-08-10,Sartén antiadherente,1,334.13,334.13,6424.11,321.21,976.46,7000.71,Transferencia
FPDH1T,2025-08-10,Licuadora,1,770.41,770.41,6424.11,321.21,976.46,7000.71,Transferencia
FPDH1T,2025-08-10,Licuadora,1,770.86,770.86,6424.11,321.21,976.46,7000.71,Transferencia
FPDH1T,2025-08-10,Sartén antiadherente,1,364.81,364.81,6424.11,321.21,976.46,7000.71,Transferencia
FPDH1T,2025-08-10,Licuadora,1,780.74,780.74,6424.11,321.21,976.46,7000.71,Transferencia
FPDH1T,2025-08-10,Refresco 2L,1,34.73,34.73,6424.11,321.21,976.46,7000.71,Transferencia
FPDH1T,2025-08-10,Arroz 1kg,2,39.69,79.38,6424.11,321.21,976.46,7000.71,Transferencia
FPSWZZ,2025-07-19,Huevos 12pz,3,81.59,244.78,5024.91,0.0,803.99,5804.34,Efectivo
FPSWZZ,2025-07-19,Detergente 2kg,1,93.24,93.24,5024.91,0.0,803.99,5804.34,Efectivo
FPSWZZ,2025-07-19,Audífonos,1,1564.79,1564.79,5024.91,0.0,803.99,5804.34,Efectivo
FPSWZZ,2025-07-19,Arroz 1kg,2,40.3,80.61,5024.91,0.0,803.99,5804.34,Efectivo
FPSWZZ,2025-07-19,Huevos 12pz,1,79.81,79.81,5024.91,0.0,803.99,5804.34,Efectivo
FPSWZZ,2025-07-19,Arroz 1kg,3,40.96,122.88,5024.91,0.0,803.99,5804.34,Efectivo
FPSWZZ,2025-07-19,Leche 1L,2,25.1,50.21,5024.91,0.0,803.99,5804.34,Efectivo
FPSWZZ,2025-07-19,Refresco 2L,2,34.66,69.32,5024.91,0.0,803.99,5804.34,Efectivo
FPSWZZ,2025-07-19,Arroz 1kg,2,38.12,76.23,5024.91,0.0,803.99,5804.34,Efectivo
FPSWZZ,2025-07-19,Audífonos,1,1460.77,1460.77,5024.91,0.0,803.99,5804.34,Efectivo
FPSWZZ,2025-07-19,Pollo 1kg,8,118.13,945.05,5024.91,0.0,803.99,5804.34,Efectivo
FPSWZZ,2025-07-19,Huevos 12pz,3,79.07,237.22,5024.91,0.0,803.99,5804.34,Efectivo
FR5LWE,2025-08-03,Pollo 1kg,3,115.11,345.32,6324.1,316.2,961.26,6933.21,Tarjeta
FR5LWE,2025-08-03,Audífonos,2,1510.54,3021.08,6324.1,316.2,961.26,6933.21,Tarjeta
FR5LWE,2025-08-03,Huevos 12pz,2,83.82,167.65,6324.1,316.2,961.26,6933.21,Tarjeta
FR5LWE,2025-08-03,Refresco 2L,2,34.02,68.04,6324.1,316.2,961.26,6933.21,Tarjeta
FR5LWE,2025-08-03,Detergente 2kg,2,93.7,187.4,6324.1,316.2,961.26,6933.21,Tarjeta
FR5LWE,2025-08-03,Leche 1L,3,24.96,74.89,6324.1,316.2,961.26,6933.21,Tarjeta
FR5LWE,2025-08-03,Arroz 1kg,3,38.76,116.27,6324.1,316.2,961.26,6933.21,Tarjeta
FR5LWE,2025-08-03,Arroz 1kg,3,39.02,117.05,6324.1,316.2,961.26,6933.21,Tarjeta
FR5LWE,2025-08-03,Refresco 2L,2,34.39,68.78,6324.1,316.2,961.26,6933.21,Tarjeta
FR5LWE,2025-08-03,Sartén antiadherente,3,342.03,1026.1,6324.1,316.2,961.26,6933.21,Tarjeta
FR5LWE,2025-08-03,Sartén antiadherente,2,339.07,678.15,6324.1,316.2,961.26,6933.21,Tarjeta
FR5LWE,2025-08-03,Sartén antiadherente,1,348.13,348.13,6324.1,316.2,961.26,6933.21,Tarjeta
FR5LWE,2025-08-03,Refresco 2L,3,35.08,105.24,6324.1,316.2,961.26,6933.21,Tarjeta
FSYWX4,2025-07-09,Arroz 1kg,3,41.38,124.15,5251.29,0.0,840.21,6138.43,Transferencia
FSYWX4,2025-07-09,Licuadora,2,766.54,1533.08,5251.29,0.0,840.21,6138.43,Transferencia
FSYWX4,2025-07-09,Pollo 1kg,2,117.22,234.44,5251.29,0.0,840.21,6138.43,Transferencia
FSYWX4,2025-07-09,Detergente 2kg,1,92.91,92.91,5251.29,0.0,840.21,6138.43,Transferencia
FSYWX4,2025-07-09,Licuadora,2,785.51,1571.02,5251.29,0.0,840.21,6138.43,Transferencia
FSYWX4,2025-07-09,Arroz 1kg,3,38.87,116.61,5251.29,0.0,840.21,6138.43,Transferencia
FSYWX4,2025-07-09,Audífonos,1,1438.29,1438.29,5251.29,0.0,840.21,6138.43,Transferencia
FSYWX4,2025-07-09,Refresco 2L,1,35.34,35.34,5251.29,0.0,840.21,6138.43,Transferencia
FSYWX4,2025-07-09,Refresco 2L,2,35.96,71.92,5251.29,0.0,840.21,6138.43,Transferencia
FSYWX4,2025-07-09,Refresco 2L,1,33.53,33.53,5251.29,0.0,840.21,6138.43,Transferencia
FUXBI2,2025-06-10,Microondas,1,1930.0,1930.0,5205.8,0.0,832.93,6075.97,Efectivo
FUXBI2,2025-06-10,Detergente 2kg,1,85.91,85.91,5205.8,0.0,832.93,6075.97,Efectivo
FUXBI2,2025-06-10,Leche 1L,2,24.13,48.26,5205.8,0.0,832.93,6075.97,Efectivo
FUXBI2,2025-06-10,Leche 1L,2,24.03,48.06,5205.8,0.0,832.93,6075.97,Efectivo
FUXBI2,2025-06-10,Leche 1L,1,24.2,24.2,5205.8,0.0,832.93,6075.97,Efectivo
FUXBI2,2025-06-10,Sartén antiadherente,3,333.81,1001.44,5205.8,0.0,832.93,6075.97,Efectivo
FUXBI2,2025-06-10,Refresco 2L,3,35.23,105.68,5205.8,0.0,832.93,6075.97,Efectivo
FUXBI2,2025-06-10,Huevos 12pz,2,80.18,160.37,5205.8,0.0,832.93,6075.97,Efectivo
FUXBI2,2025-06-10,Audífonos,1,1551.27,1551.27,5205.8,0.0,832.93,6075.97,Efectivo
FUXBI2,2025-06-10,Pollo 1kg,2,125.31,250.61,5205.8,0.0,832.93,6075.97,Efectivo
FVTGUC,2025-08-09,Sartén antiadherente,1,349.65,349.65,5921.08,0.0,947.37,6797.47,Efectivo
FVTGUC,2025-08-09,Pan Baguette,1,30.74,30.74,5921.08,0.0,947.37,6797.47,Efectivo
FVTGUC,2025-08-09,Pollo 1kg,3,116.1,348.31,5921.08,0.0,947.37,6797.47,Efectivo
FVTGUC,2025-08-09,Pan Baguette,1,31.38,31.38,5921.08,0.0,947.37,6797.47,Efectivo
FVTGUC,2025-08-09,Leche 1L,2,26.07,52.14,5921.08,0.0,947.37,6797.47,Efectivo
FVTGUC,2025-08-09,Pan Baguette,2,29.91,59.82,5921.08,0.0,947.37,6797.47,Efectivo
FVTGUC,2025-08-09,Audífonos,3,1465.32,4395.95,5921.08,0.0,947.37,6797.47,Efectivo
FVTGUC,2025-08-09,Pollo 1kg,3,124.51,373.54,5921.08,0.0,947.37,6797.47,Efectivo
FVTGUC,2025-08-09,Huevos 12pz,3,81.53,244.59,5921.08,0.0,947.37,6797.47,Efectivo
FVTGUC,2025-08-09,Refresco 2L,1,34.96,34.96,5921.08,0.0,947.37,6797.47,Efectivo
FVZJES,2025-08-13,Arroz 1kg,2,41.38,82.75,6443.98,322.2,979.48,7130.87,Tarjeta
FVZJES,2025-08-13,Leche 1L,2,25.64,51.28,6443.98,322.2,979.48,7130.87,Tarjeta
FVZJES,2025-08-13,Arroz 1kg,2,39.61,79.21,6443.98,322.2,979.48,7130.87,Tarjeta
FVZJES,2025-08-13,Arroz 1kg,3,41.62,124.86,6443.98,322.2,979.48,7130.87,Tarjeta
FVZJES,2025-08-13,Sartén antiadherente,6,354.78,2128.7,6443.98,322.2,979.48,7130.87,Tarjeta
FVZJES,2025-08-13,Microondas,1,2097.42,2097.42,6443.98,322.2,979.48,7130.87,Tarjeta
FVZJES,2025-08-13,Refresco 2L,1,34.13,34.13,6443.98,322.2,979.48,7130.87,Tarjeta
FVZJES,2025-08-13,Sartén antiadherente,3,348.36,1045.09,6443.98,322.2,979.48,7130.87,Tarjeta
FVZJES,2025-08-13,Pollo 1kg,3,125.86,377.58,6443.98,322.2,979.48,7130.87,Tarjeta
FVZJES,2025-08-13,Detergente 2kg,1,85.94,85.94,6443.98,322.2,979.48,7130.87,Tarjeta
FVZJES,2025-08-13,Sartén antiadherente,1,337.02,337.02,6443.98,322.2,979.48,7130.87,Tarjeta
FWI965,2025-07-12,Huevos 12pz,2,81.32,162.63,5923.98,0.0,947.84,6821.98,Transferencia
FWI965,2025-07-12,Pan Baguette,3,28.61,85.82,5923.98,0.0,947.84,6821.98,Transferencia
FWI965,2025-07-12,Sartén antiadherente,1,366.78,366.78,5923.98,0.0,947.84,6821.98,Transferencia
FWI965,2025-07-12,Arroz 1kg,3,38.66,115.97,5923.98,0.0,947.84,6821.98,Transferencia
FWI965,2025-07-12,Detergente 2kg,2,92.7,185.4,5923.98,0.0,947.84,6821.98,Transferencia
FWI965,2025-07-12,Audífonos,2,1481.97,2963.95,5923.98,0.0,947.84,6821.98,Transferencia
FWI965,2025-07-12,Leche 1L,3,24.02,72.07,5923.98,0.0,947.84,6821.98,Transferencia
FWI965,2025-07-12,Sartén antiadherente,1,339.53,339.53,5923.98,0.0,947.84,6821.98,Transferencia
FWI965,2025-07-12,Licuadora,1,777.82,777.82,5923.98,0.0,947.84,6821.98,Transferencia
FWI965,2025-07-12,Detergente 2kg,2,89.78,179.55,5923.98,0.0,947.84,6821.98,Transferencia
FWI965,2025-07-12,Sartén antiadherente,1,339.9,339.9,5923.98,0.0,947.84,6821.98,Transferencia
FWI965,2025-07-12,Arroz 1kg,1,40.22,40.22,5923.98,0.0,947.84,6821.98,Transferencia
FWI965,2025-07-12,Pan Baguette,2,28.89,57.77,5923.98,0.0,947.84,6821.98,Transferencia
FWI965,2025-07-12,Pollo 1kg,2,118.28,236.57,5923.98,0.0,947.84,6821.98,Transferencia
FXD46R,2025-07-25,Huevos 12pz,2,79.76,159.53,6447.37,322.37,980.0,7106.48,Transferencia
FXD46R,2025-07-25,Leche 1L,1,23.82,23.82,6447.37,322.37,980.0,7106.48,Transferencia
FXD46R,2025-07-25,Audífonos,2,1550.77,3101.53,6447.37,322.37,980.0,7106.48,Transferencia
FXD46R,2025-07-25,Licuadora,1,790.68,790.68,6447.37,322.37,980.0,7106.48,Transferencia
FXD46R,2025-07-25,Leche 1L,2,25.73,51.47,6447.37,322.37,980.0,7106.48,Transferencia
FXD46R,2025-07-25,Huevos 12pz,2,83.29,166.59,6447.37,322.37,980.0,7106.48,Transferencia
FXD46R,2025-07-25,Pollo 1kg,1,116.92,116.92,6447.37,322.37,980.0,7106.48,Transferencia
FXD46R,2025-07-25,Licuadora,2,784.33,1568.66,6447.37,322.37,980.0,7106.48,Transferencia
FXD46R,2025-07-25,Refresco 2L,3,35.87,107.62,6447.37,322.37,980.0,7106.48,Transferencia
FXD46R,2025-07-25,Huevos 12pz,1,80.84,80.84,6447.37,322.37,980.0,7106.48,Transferencia
FXD46R,2025-07-25,Detergente 2kg,3,93.24,279.71,6447.37,322.37,980.0,7106.48,Transferencia
FZXG2D,2025-07-18,Huevos 12pz,1,83.48,83.48,6418.65,320.93,975.63,7082.61,Transferencia
FZXG2D,2025-07-18,Refresco 2L,1,33.32,33.32,6418.65,320.93,975.63,7082.61,Transferencia
FZXG2D,2025-07-18,Detergente 2kg,2,89.65,179.3,6418.65,320.93,975.63,7082.61,Transferencia
FZXG2D,2025-07-18,Pan Baguette,3,29.78,89.35,6418.65,320.93,975.63,7082.61,Transferencia
FZXG2D,2025-07-18,Leche 1L,1,24.81,24.81,6418.65,320.93,975.63,7082.61,Transferencia
FZXG2D,2025-07-18,Detergente 2kg,2,91.82,183.65,6418.65,320.93,975.63,7082.61,Transferencia
FZXG2D,2025-07-18,Pan Baguette,2,30.18,60.36,6418.65,320.93,975.63,7082.61,Transferencia
FZXG2D,2025-07-18,Audífonos,2,1432.62,2865.25,6418.65,320.93,975.63,7082.61,Transferencia
FZXG2D,2025-07-18,Pollo 1kg,3,114.95,344.85,6418.65,320.93,975.63,7082.61,Transferencia
FZXG2D,2025-07-18,Detergente 2kg,1,91.92,91.92,6418.65,320.93,975.63,7082.61,Transferencia
FZXG2D,2025-07-18,Licuadora,3,820.79,2462.36,6418.65,320.93,975.63,7082.61,Transferencia
G20YI0,2025-06-06,Arroz 1kg,1,38.99,38.99,5730.09,0.0,916.81,6600.26,Tarjeta
G20YI0,2025-06-06,Pan Baguette,2,30.77,61.54,5730.09,0.0,916.81,6600.26,Tarjeta
G20YI0,2025-06-06,Leche 1L,3,25.27,75.81,5730.09,0.0,916.81,6600.26,Tarjeta
G20YI0,2025-06-06,Huevos 12pz,1,79.38,79.38,5730.09,0.0,916.81,6600.26,Tarjeta
G20YI0,2025-06-06,Licuadora,1,814.65,814.65,5730.09,0.0,916.81,6600.26,Tarjeta
G20YI0,2025-06-06,Pan Baguette,3,29.68,89.03,5730.09,0.0,916.81,6600.26,Tarjeta
G20YI0,2025-06-06,Arroz 1kg,2,38.67,77.34,5730.09,0.0,916.81,6600.26,Tarjeta
G20YI0,2025-06-06,Audífonos,3,1443.79,4331.37,5730.09,0.0,916.81,6600.26,Tarjeta
G20YI0,2025-06-06,Refresco 2L,3,34.1,102.29,5730.09,0.0,916.81,6600.26,Tarjeta
G20YI0,2025-06-06,Pan Baguette,2,29.85,59.69,5730.09,0.0,916.81,6600.26,Tarjeta
G25AOW,2025-08-05,Sartén antiadherente,2,351.59,703.18,4812.38,0.0,769.98,5641.57,Efectivo
G25AOW,2025-08-05,Pan Baguette,3,28.83,86.49,4812.38,0.0,769.98,5641.57,Efectivo
G25AOW,2025-08-05,Sartén antiadherente,3,339.35,1018.06,4812.38,0.0,769.98,5641.57,Efectivo
G25AOW,2025-08-05,Pan Baguette,2,30.77,61.53,4812.38,0.0,769.98,5641.57,Efectivo
G25AOW,2025-08-05,Refresco 2L,3,34.36,103.08,4812.38,0.0,769.98,5641.57,Efectivo
G25AOW,2025-08-05,Pollo 1kg,2,120.94,241.89,4812.38,0.0,769.98,5641.57,Efectivo
G25AOW,2025-08-05,Pollo 1kg,1,122.89,122.89,4812.38,0.0,769.98,5641.57,Efectivo
G25AOW,2025-08-05,Leche 1L,3,24.29,72.88,4812.38,0.0,769.98,5641.57,Efectivo
G25AOW,2025-08-05,Licuadora,3,770.47,2311.41,4812.38,0.0,769.98,5641.57,Efectivo
G25AOW,2025-08-05,Pan Baguette,3,30.32,90.97,4812.38,0.0,769.98,5641.57,Efectivo
G5LVY2,2025-07-23,Pan Baguette,2,28.79,57.58,6175.55,308.78,938.68,6787.9,Efectivo
G5LVY2,2025-07-23,Pollo 1kg,1,122.46,122.46,6175.55,308.78,938.68,6787.9,Efectivo
G5LVY2,2025-07-23,Pollo 1kg,3,115.96,347.87,6175.55,308.78,938.68,6787.9,Efectivo
G5LVY2,2025-07-23,Detergente 2kg,2,93.25,186.51,6175.55,308.78,938.68,6787.9,Efectivo
G5LVY2,2025-07-23,Arroz 1kg,2,39.15,78.3,6175.55,308.78,938.68,6787.9,Efectivo
G5LVY2,2025-07-23,Sartén antiadherente,2,332.56,665.12,6175.55,308.78,938.68,6787.9,Efectivo
G5LVY2,2025-07-23,Licuadora,1,808.15,808.15,6175.55,308.78,938.68,6787.9,Efectivo
G5LVY2,2025-07-23,Licuadora,3,834.76,2504.27,6175.55,308.78,938.68,6787.9,Efectivo
G5LVY2,2025-07-23,Arroz 1kg,2,41.04,82.08,6175.55,308.78,938.68,6787.9,Efectivo
G5LVY2,2025-07-23,Licuadora,1,776.14,776.14,6175.55,308.78,938.68,6787.9,Efectivo
G5LVY2,2025-07-23,Refresco 2L,1,34.11,34.11,6175.55,308.78,938.68,6787.9,Efectivo
G5LVY2,2025-07-23,Detergente 2kg,2,86.31,172.62,6175.55,308.78,938.68,6787.9,Efectivo
G5LVY2,2025-07-23,Pan Baguette,3,30.04,90.13,6175.55,308.78,938.68,6787.9,Efectivo
G5LVY2,2025-07-23,Pollo 1kg,2,125.1,250.21,6175.55,308.78,938.68,6787.9,Efectivo
G6OQFF,2025-06-07,Arroz 1kg,1,38.59,38.59,5938.44,0.0,950.15,6880.03,Tarjeta
G6OQFF,2025-06-07,Pan Baguette,2,29.59,59.17,5938.44,0.0,950.15,6880.03,Tarjeta
G6OQFF,2025-06-07,Huevos 12pz,3,77.82,233.46,5938.44,0.0,950.15,6880.03,Tarjeta
G6OQFF,2025-06-07,Pollo 1kg,2,118.46,236.92,5938.44,0.0,950.15,6880.03,Tarjeta
G6OQFF,2025-06-07,Refresco 2L,1,36.15,36.15,5938.44,0.0,950.15,6880.03,Tarjeta
G6OQFF,2025-06-07,Detergente 2kg,2,85.8,171.6,5938.44,0.0,950.15,6880.03,Tarjeta
G6OQFF,2025-06-07,Detergente 2kg,3,92.76,278.27,5938.44,0.0,950.15,6880.03,Tarjeta
G6OQFF,2025-06-07,Leche 1L,2,23.94,47.88,5938.44,0.0,950.15,6880.03,Tarjeta
G6OQFF,2025-06-07,Celular básico,1,4763.86,4763.86,5938.44,0.0,950.15,6880.03,Tarjeta
G6OQFF,2025-06-07,Arroz 1kg,1,41.57,41.57,5938.44,0.0,950.15,6880.03,Tarjeta
G6OQFF,2025-06-07,Pan Baguette,1,30.97,30.97,5938.44,0.0,950.15,6880.03,Tarjeta
G8GLPX,2025-08-07,Audífonos,4,1502.05,6008.21,26559.26,1327.96,4037.01,29312.06,Transferencia
G8GLPX,2025-08-07,Detergente 2kg,49,87.45,4285.08,26559.26,1327.96,4037.01,29312.06,Transferencia
G8GLPX,2025-08-07,Refresco 2L,35,34.69,1214.09,26559.26,1327.96,4037.01,29312.06,Transferencia
G8GLPX,2025-08-07,Pollo 1kg,16,125.99,2015.91,26559.26,1327.96,4037.01,29312.06,Transferencia
G8GLPX,2025-08-07,Refresco 2L,3,150.48,451.44,26559.26,1327.96,4037.01,29312.06,Transferencia
G8GLPX,2025-08-07,Audífonos,20,1567.04,31340.84,26559.26,1327.96,4037.01,29312.06,Transferencia
GB6VSB,2025-06-03,Arroz 1kg,2,38.32,76.63,5629.82,0.0,900.77,6565.52,Efectivo
GB6VSB,2025-06-03,Huevos 12pz,1,83.69,83.69,5629.82,0.0,900.77,6565.52,Efectivo
GB6VSB,2025-06-03,Refresco 2L,2,33.78,67.57,5629.82,0.0,900.77,6565.52,Efectivo
GB6VSB,2025-06-03,Detergente 2kg,1,85.56,85.56,5629.82,0.0,900.77,6565.52,Efectivo
GB6VSB,2025-06-03,Arroz 1kg,3,40.15,120.46,5629.82,0.0,900.77,6565.52,Efectivo
GB6VSB,2025-06-03,Licuadora,1,828.95,828.95,5629.82,0.0,900.77,6565.52,Efectivo
GB6VSB,2025-06-03,Licuadora,3,782.18,2346.53,5629.82,0.0,900.77,6565.52,Efectivo
GB6VSB,2025-06-03,Huevos 12pz,1,83.26,83.26,5629.82,0.0,900.77,6565.52,Efectivo
GB6VSB,2025-06-03,Pan Baguette,2,31.22,62.44,5629.82,0.0,900.77,6565.52,Efectivo
GB6VSB,2025-06-03,Audífonos,1,1504.35,1504.35,5629.82,0.0,900.77,6565.52,Efectivo
GB6VSB,2025-06-03,Refresco 2L,1,34.42,34.42,5629.82,0.0,900.77,6565.52,Efectivo
GB6VSB,2025-06-03,Huevos 12pz,2,76.34,152.68,5629.82,0.0,900.77,6565.52,Efectivo
GB6VSB,2025-06-03,Arroz 1kg,2,38.32,76.64,5629.82,0.0,900.77,6565.52,Efectivo
GB6VSB,2025-06-03,Refresco 2L,3,35.55,106.64,5629.82,0.0,900.77,6565.52,Efectivo
GBT9AG,2025-07-11,Detergente 2kg,3,93.84,281.52,5880.78,0.0,940.92,6727.21,Transferencia
GBT9AG,2025-07-11,Refresco 2L,1,33.64,33.64,5880.78,0.0,940.92,6727.21,Transferencia
GBT9AG,2025-07-11,Audífonos,3,1460.85,4382.54,5880.78,0.0,940.92,6727.21,Transferencia
GBT9AG,2025-07-11,Refresco 2L,3,36.18,108.54,5880.78,0.0,940.92,6727.21,Transferencia
GBT9AG,2025-07-11,Arroz 1kg,1,38.0,38.0,5880.78,0.0,940.92,6727.21,Transferencia
GBT9AG,2025-07-11,Detergente 2kg,1,85.88,85.88,5880.78,0.0,940.92,6727.21,Transferencia
GBT9AG,2025-07-11,Huevos 12pz,1,82.74,82.74,5880.78,0.0,940.92,6727.21,Transferencia
GBT9AG,2025-07-11,Refresco 2L,3,34.45,103.35,5880.78,0.0,940.92,6727.21,Transferencia
GBT9AG,2025-07-11,Leche 1L,1,26.19,26.19,5880.78,0.0,940.92,6727.21,Transferencia
GBT9AG,2025-07-11,Refresco 2L,1,33.61,33.61,5880.78,0.0,940.92,6727.21,Transferencia
GBT9AG,2025-07-11,Pollo 1kg,3,114.76,344.27,5880.78,0.0,940.92,6727.21,Transferencia
GBT9AG,2025-07-11,Huevos 12pz,3,81.12,243.37,5880.78,0.0,940.92,6727.21,Transferencia
GBT9AG,2025-07-11,Pollo 1kg,1,117.13,117.13,5880.78,0.0,940.92,6727.21,Transferencia
GCSMKA,2025-07-27,Leche 1L,3,24.37,73.11,6411.74,320.59,974.58,7094.2,Efectivo
GCSMKA,2025-07-27,Leche 1L,2,24.35,48.71,6411.74,320.59,974.58,7094.2,Efectivo
GCSMKA,2025-07-27,Sartén antiadherente,2,366.99,733.99,6411.74,320.59,974.58,7094.2,Efectivo
GCSMKA,2025-07-27,Arroz 1kg,3,40.76,122.29,6411.74,320.59,974.58,7094.2,Efectivo
GCSMKA,2025-07-27,Sartén antiadherente,2,355.32,710.63,6411.74,320.59,974.58,7094.2,Efectivo
GCSMKA,2025-07-27,Huevos 12pz,2,81.46,162.93,6411.74,320.59,974.58,7094.2,Efectivo
GCSMKA,2025-07-27,Refresco 2L,3,33.59,100.76,6411.74,320.59,974.58,7094.2,Efectivo
GCSMKA,2025-07-27,Sartén antiadherente,3,353.54,1060.63,6411.74,320.59,974.58,7094.2,Efectivo
GCSMKA,2025-07-27,Detergente 2kg,3,93.92,281.76,6411.74,320.59,974.58,7094.2,Efectivo
GCSMKA,2025-07-27,Refresco 2L,1,34.47,34.47,6411.74,320.59,974.58,7094.2,Efectivo
GCSMKA,2025-07-27,Audífonos,2,1541.23,3082.46,6411.74,320.59,974.58,7094.2,Efectivo
GCTUSO,2025-06-19,Huevos 12pz,1,79.09,79.09,6146.92,307.35,934.33,6761.53,Tarjeta
GCTUSO,2025-06-19,Microondas,1,2046.81,2046.81,6146.92,307.35,934.33,6761.53,Tarjeta
GCTUSO,2025-06-19,Pollo 1kg,2,119.91,239.83,6146.92,307.35,934.33,6761.53,Tarjeta
GCTUSO,2025-06-19,Huevos 12pz,1,83.67,83.67,6146.92,307.35,934.33,6761.53,Tarjeta
GCTUSO,2025-06-19,Pan Baguette,2,30.64,61.27,6146.92,307.35,934.33,6761.53,Tarjeta
GCTUSO,2025-06-19,Licuadora,3,777.97,2333.91,6146.92,307.35,934.33,6761.53,Tarjeta
GCTUSO,2025-06-19,Pan Baguette,3,31.35,94.04,6146.92,307.35,934.33,6761.53,Tarjeta
GCTUSO,2025-06-19,Pan Baguette,1,30.39,30.39,6146.92,307.35,934.33,6761.53,Tarjeta
GCTUSO,2025-06-19,Sartén antiadherente,2,338.91,677.81,6146.92,307.35,934.33,6761.53,Tarjeta
GCTUSO,2025-06-19,Leche 1L,2,25.85,51.69,6146.92,307.35,934.33,6761.53,Tarjeta
GCTUSO,2025-06-19,Arroz 1kg,1,41.76,41.76,6146.92,307.35,934.33,6761.53,Tarjeta
GCTUSO,2025-06-19,Refresco 2L,1,33.79,33.79,6146.92,307.35,934.33,6761.53,Tarjeta
GCTUSO,2025-06-19,Pollo 1kg,3,124.29,372.86,6146.92,307.35,934.33,6761.53,Tarjeta
GD06S2,2025-07-01,Refresco 2L,3,36.46,109.39,5077.98,0.0,812.48,5912.08,Transferencia
GD06S2,2025-07-01,Arroz 1kg,3,39.13,117.39,5077.98,0.0,812.48,5912.08,Transferencia
GD06S2,2025-07-01,Leche 1L,3,24.15,72.45,5077.98,0.0,812.48,5912.08,Transferencia
GD06S2,2025-07-01,Arroz 1kg,2,40.89,81.77,5077.98,0.0,812.48,5912.08,Transferencia
GD06S2,2025-07-01,Arroz 1kg,7,38.22,267.56,5077.98,0.0,812.48,5912.08,Transferencia
GD06S2,2025-07-01,Detergente 2kg,1,89.18,89.18,5077.98,0.0,812.48,5912.08,Transferencia
GD06S2,2025-07-01,Detergente 2kg,1,89.87,89.87,5077.98,0.0,812.48,5912.08,Transferencia
GD06S2,2025-07-01,Pan Baguette,1,30.91,30.91,5077.98,0.0,812.48,5912.08,Transferencia
GD06S2,2025-07-01,Refresco 2L,1,35.31,35.31,5077.98,0.0,812.48,5912.08,Transferencia
GD06S2,2025-07-01,Sartén antiadherente,10,332.94,3329.42,5077.98,0.0,812.48,5912.08,Transferencia
GD06S2,2025-07-01,Pan Baguette,2,30.89,61.78,5077.98,0.0,812.48,5912.08,Transferencia
GD06S2,2025-07-01,Licuadora,1,792.95,792.95,5077.98,0.0,812.48,5912.08,Transferencia
GEZCMG,2025-06-08,Arroz 1kg,1,40.0,40.0,4866.8,0.0,778.69,5598.14,Efectivo
GEZCMG,2025-06-08,Pan Baguette,1,30.58,30.58,4866.8,0.0,778.69,5598.14,Efectivo
GEZCMG,2025-06-08,Pan Baguette,1,31.43,31.43,4866.8,0.0,778.69,5598.14,Efectivo
GEZCMG,2025-06-08,Refresco 2L,1,34.79,34.79,4866.8,0.0,778.69,5598.14,Efectivo
GEZCMG,2025-06-08,Sartén antiadherente,3,356.98,1070.94,4866.8,0.0,778.69,5598.14,Efectivo
GEZCMG,2025-06-08,Pollo 1kg,3,117.29,351.86,4866.8,0.0,778.69,5598.14,Efectivo
GEZCMG,2025-06-08,Detergente 2kg,6,90.8,544.81,4866.8,0.0,778.69,5598.14,Efectivo
GEZCMG,2025-06-08,Huevos 12pz,2,76.79,153.58,4866.8,0.0,778.69,5598.14,Efectivo
GEZCMG,2025-06-08,Refresco 2L,2,36.04,72.08,4866.8,0.0,778.69,5598.14,Efectivo
GEZCMG,2025-06-08,Pan Baguette,3,31.49,94.47,4866.8,0.0,778.69,5598.14,Efectivo
GEZCMG,2025-06-08,Arroz 1kg,1,41.02,41.02,4866.8,0.0,778.69,5598.14,Efectivo
GEZCMG,2025-06-08,Detergente 2kg,1,87.42,87.42,4866.8,0.0,778.69,5598.14,Efectivo
